Q,A,label
"그건 그랭. 반팔입자니 그건 너무 춥고, 긴팔을 입자니 그건 너무 덥꾸.",구칭. 그냥 봄옷하면 옷색깔이 좀 파스텔톤으로 바뀐다는 것 말고는..,0
구칭. 그냥 봄옷하면 옷색깔이 좀 파스텔톤으로 바뀐다는 것 말고는..,그렇징.,0
너는 정말 소중한 친구야.,쑥쓰럽게. 갑좌기 왜구랭.,0
쑥쓰럽게. 갑좌기 왜구랭.,언제나 그렇게 느꼈는데 갑자기 말해주고 싶었엉.,0
언제나 그렇게 느꼈는데 갑자기 말해주고 싶었엉.,너도 나에게 정말 소중한 친구야.,0
너도 나에게 정말 소중한 친구야.,내가 힘들때나 기쁠때나 슬플때나 항상 내 곁에 든든하게 있어줘서 너무 고마워.,0
내가 힘들때나 기쁠때나 슬플때나 항상 내 곁에 든든하게 있어줘서 너무 고마워.,너 무슨일 있는거 아니지? 자꾸 왜그랭.,0
너 무슨일 있는거 아니지? 자꾸 왜그랭.,무슨일이 있기는 무슨.,0
너무 힘들 땐 어떻게 해야할까?,무리하게 달리지 말고 너무 힘들면 너가 제일 좋아하는 쇼핑을 해바!,0
무리하게 달리지 말고 너무 힘들면 너가 제일 좋아하는 쇼핑을 해바!,쇼핑? 그럴까? 시간 있으면 같이 하러 갈까?,0
쇼핑? 그럴까? 시간 있으면 같이 하러 갈까?,오~ 나야 넘 좋징! 나는 오늘 당장도 좋앗.,0
오~ 나야 넘 좋징! 나는 오늘 당장도 좋앗.,좋았어.,0
너 지금 시간이 몇시야?,미안해. 근데 그렇다고 이렇게까지 화낼 일이야?,0
미안해. 근데 그렇다고 이렇게까지 화낼 일이야?,늦을거면 늦는다고 미리 연락이라도 줬어야지.,0
늦을거면 늦는다고 미리 연락이라도 줬어야지.,미안해. 나도 내가 이정도로 늦을 줄은 몰랐다.,0
미안해. 나도 내가 이정도로 늦을 줄은 몰랐다.,그게 지금 말이라고 하는거야?,0
그게 지금 말이라고 하는거야?,미리 연락 못한점 정말 미아내.,0
미리 연락 못한점 정말 미아내.,하아..,0
정말 공부에 끝이 대체 어딜까.,왜구래. 너무 힘들어?,0
왜구래. 너무 힘들어?,수업 들을 때 나는 분명 이해했다고 생각했는데 막상 응용하려니까 하나도 모르겠엉.,0
수업 들을 때 나는 분명 이해했다고 생각했는데 막상 응용하려니까 하나도 모르겠엉.,우리가 지금 배우고 있는게 쉬운 내용은 아니니까.,0
우리가 지금 배우고 있는게 쉬운 내용은 아니니까.,근데 나만 이해를 못하는 것 같앙. ,0
근데 나만 이해를 못하는 것 같앙. ,아냐. 계속 하다보면 분명 이해되고 머리도 탁 트일꼬야.,0
앞으로 내가 어떤 길을 가야할지 막막해.,지금 컴퓨터의 길로 가려고 공부하고 있는거 아니양?,0
지금 컴퓨터의 길로 가려고 공부하고 있는거 아니양?,그렇긴한뎅. 뜻대로 안되서 너무 속상하닷.,0
그렇긴한뎅. 뜻대로 안되서 너무 속상하닷.,코딩이…쉽지 않징. 코딩은 약간의 센스가 필.하다고 하도라구.,0
코딩이…쉽지 않징. 코딩은 약간의 센스가 필.하다고 하도라구.,구니까.. 나는 그 센스가 읍써..,0
구니까.. 나는 그 센스가 읍써..,처음엔 어려워도 계속 하다보면 탁 트이는 순간이 온뎅.,0
처음엔 어려워도 계속 하다보면 탁 트이는 순간이 온뎅.,나는 긍데 왜 그 순간이 안올것같징.,0
나는 긍데 왜 그 순간이 안올것같징.,아니양. 할쑤 이써!,0
10년 후의 나의 모습은 어떨까?,내가 원하는 분야에서 열심히 일하면서 살고 있겠찌.,0
내가 원하는 분야에서 열심히 일하면서 살고 있겠찌.,취업하면 좀 덜 힘들까?,0
취업하면 좀 덜 힘들까?,더 많은 고민이 생기고 더 힘들어지지 않을깡.,0
너는 어떤 과목을 가장 좋아했어?,나는 한국사!,0
나는 한국사!,난 한국사는 암기해야되서 싫어했었는뎅.,1
난 한국사는 암기해야되서 싫어했었는뎅.,역사는 스토리를 잘 이해하면 공부하기 쉬웡.,0
역사는 스토리를 잘 이해하면 공부하기 쉬웡.,구래두 너무 분량도 많고 재미없어.,0
구래두 너무 분량도 많고 재미없어.,역사는 영상이랑 같이 보면서 공부하면 흥미를 느낄 수 있을거양. ,0
가장 좋아하는 연예인 있어?,.즘 연예인들을 잘 모르긴 하는데 에스파랑 태연을 좋아해,0
.즘 연예인들을 잘 모르긴 하는데 에스파랑 태연을 좋아해,에스파가 .즘 대세잖앙. 어떤 노래 가장 조아해?,0
에스파가 .즘 대세잖앙. 어떤 노래 가장 조아해?,나는 next level이라는 노래랑 savage!,0
나는 next level이라는 노래랑 savage!,나 첨에 세비지노래 듣고 충격받았었오. 이게 노래인가 하면서.,0
나 첨에 세비지노래 듣고 충격받았었오. 이게 노래인가 하면서.,진짜? 나는 첨에 딱 듣자마자 넘 좋다 했었는데.,0
진짜? 나는 첨에 딱 듣자마자 넘 좋다 했었는데.,싱기하다. 나는 한 열번 정도 듣고 나니까 노래가 좀 좋아진 것 같앙.,0
학교 생활할때 모가 제일로 힘들었어?,나 팀플하는데 팀원 몇 명이 무임승차했을 때.,0
나 팀플하는데 팀원 몇 명이 무임승차했을 때.,헐… 어딜가나 그런 사람이 있꾸나.,0
헐… 어딜가나 그런 사람이 있꾸나.,정작 하나도 안하면서 이래라 저래라 해.,0
정작 하나도 안하면서 이래라 저래라 해.,징짜 그런 사람들 보면 무슨 생각인지 넘 궁금해.,0
징짜 그런 사람들 보면 무슨 생각인지 넘 궁금해.,내말이.. 너무 싫다.,1
게임하고 싶지 않아?,평상시에 무슨게임 해?,0
평상시에 무슨게임 해?,나는 롤이나 피파.,0
나는 롤이나 피파.,역시 .즘은 다들 롤을 하넹. 나는 완전 추억의 게임인 카트라이더 좋아하는데.,0
역시 .즘은 다들 롤을 하넹. 나는 완전 추억의 게임인 카트라이더 좋아하는데.,너무 오래된 게임아냐?,0
너의 최종 꿈은 모야?,나는 내 집 마련,0
나는 내 집 마련,사람들 다 똑같꾸나. 나두인데.,0
사람들 다 똑같꾸나. 나두인데.,근데 그게 가능할지 모르겠엉. 소비욕구는 계속해서 심해지는데.,0
근데 그게 가능할지 모르겠엉. 소비욕구는 계속해서 심해지는데.,그래도 언젠가는 이룰 수 있지 않을깡?,0
너는 생일이 언제야?,나 8월 11일,0
나 8월 11일,아직 멀었넹,0
아직 멀었넹,구칭. 작년 내 생일에 제주도 갔었는데 그 때 넘 좋았엉.,0
구칭. 작년 내 생일에 제주도 갔었는데 그 때 넘 좋았엉.,이렇게 코로나가 심한데 여행이라닝.,0
이렇게 코로나가 심한데 여행이라닝.,그래두 작년까지만 해도 이정도로 심하진 않았었거덩.,0
어떤 스타일의 영화 좋아해?,나는 좀비 나오는거.,0
나는 좀비 나오는거.,오~ 그럼 이번에 넷플릭스에서 한 지우학 드라마 봤어?,0
오~ 그럼 이번에 넷플릭스에서 한 지우학 드라마 봤어?,당근이징. 중간에 좀 띠용한 내용도 있긴 했지만 만족크얏.,0
너는 결혼 생각있엉?,지금은 딱히 없긴한뎅 나중에는 생기지 않을깡?,0
지금은 딱히 없긴한뎅 나중에는 생기지 않을깡?,의외인뎅. 없다고 대답할 줄 알았는뎅.,0
의외인뎅. 없다고 대답할 줄 알았는뎅.,원래는 거의 없었지. 근데 .즘 생각이 좀 바뀌었엉.,0
원래는 거의 없었지. 근데 .즘 생각이 좀 바뀌었엉.,글쿠낭.,0
좀 배고프지 않앙?,웅웅 슬슬 허기져진당.,0
웅웅 슬슬 허기져진당.,맛있는거 먹쟈.,0
맛있는거 먹쟈.,맛있는게 모가 있을까.,0
맛있는게 모가 있을까.,무슨 음식이 땡겨?,0
무슨 음식이 땡겨?,나는 매운거면 다 조아.,0
심심한데 뭐 재밌는 거 없낭?,끝말잇기 할래?,0
끝말잇기 할래?,너무 유치하다. 그리고 나 끝말잇기 잘 못해.,0
너무 유치하다. 그리고 나 끝말잇기 잘 못해.,그럼 뭐가 좋으려나,0
그럼 뭐가 좋으려나,초성게임은 어땡?,0
진짜 이놈의 코로나 대체 언제 종식되는거양.,내 생각엔… 코로나의 끝은 불가능한것가터.,0
내 생각엔… 코로나의 끝은 불가능한것가터.,빨리 코로나 치료제가 나와야할텐데.,0
빨리 코로나 치료제가 나와야할텐데.,이미 있긴 할걸? 완벽한 치료제인지는 모르겠지만.,0
.즘 핸드폰이 맛탱이가 가고 있엉.,슬슬 핸폰 바꿀때가 됬나보다.,0
슬슬 핸폰 바꿀때가 됬나보다.,구니까. .즘 그 접히는거 넘 좋아보이던뎅.,0
구니까. .즘 그 접히는거 넘 좋아보이던뎅.,접히는 폰이 간지가 있긴 한뎅 단점이 좀 크데.,0
접히는 폰이 간지가 있긴 한뎅 단점이 좀 크데.,단점? 어떤거?,0
단점? 어떤거?,배터리가 금방 달고 액정이 약해서 작은 충격에도 쉽게 깨진다더라궁.,0
배터리가 금방 달고 액정이 약해서 작은 충격에도 쉽게 깨진다더라궁.,헐.. 다시 생각해봐야겠다.,0
밥을 넘 많이 먹었는지 소화가 잘 안된당. ,뭘 먹었길래. 좀 움직여봐.,0
뭘 먹었길래. 좀 움직여봐.,너무 기찮은뎅. 구래야겠찌?,0
너무 기찮은뎅. 구래야겠찌?,나가기 너무 그러면 집에서 홈트라도 함 해봐바.,0
좋아하는 캐릭터 있엉?,애니메이션 쥬토피아 본 적 있엉?,0
애니메이션 쥬토피아 본 적 있엉?,웅웅. 아주 재미있게 보았지.,0
웅웅. 아주 재미있게 보았지.,거기 나오는 쥬디라는 캐릭터를 가장 좋아햇.,0
거기 나오는 쥬디라는 캐릭터를 가장 좋아햇.,그 토끼 캐릭터 말하는거징? 기엽찌.,0
그 토끼 캐릭터 말하는거징? 기엽찌.,내 영어이름이랑도 똑같아서 더 정이 가.,0
스포츠 중에 어떤걸 가장 좋아해?,나는 야구랑 쇼트트랙을 가장 좋아햇.,0
나는 야구랑 쇼트트랙을 가장 좋아햇.,야구 좋징. 어떤 팀 팬이양?,0
야구 좋징. 어떤 팀 팬이양?,나는 엘지 트윈스.,0
나는 엘지 트윈스.,오~ 나랑 똑같앙.,0
달달한 음료땡긴당.,나두나두. 그린티라떼나 토피넛라떼가 땡겨.,0
나두나두. 그린티라떼나 토피넛라떼가 땡겨.,토피넛라떼 맛있엉? 한번두 안먹어봤는데.,0
토피넛라떼 맛있엉? 한번두 안먹어봤는데.,나중에 이디아에서 함 시켜서 마셔봐.,0
나중에 이디아에서 함 시켜서 마셔봐.,웅웅,0
나 .즘 고민이 있어.,뭔뎅?,0
뭔뎅?,무슨 직업을 얻어야 할지 모르겠엉.,0
무슨 직업을 얻어야 할지 모르겠엉.,그럴 땐 너가 어떤 성향이고 무엇을 좋아하는지를 생각해봐바.,0
그럴 땐 너가 어떤 성향이고 무엇을 좋아하는지를 생각해봐바.,나는 사실 큐레이터를 하고 싶은데 티오도 없꼬 될것같지두 않구.,0
나는 사실 큐레이터를 하고 싶은데 티오도 없꼬 될것같지두 않구.,안되더라도 하고 싶은게 있다면 함 도전해봐바!,0
그게...그게 정말이야?,웅웅,0
웅웅,세상에…마상에...정말 드라마보다 현실이 더 드라마 같다더니! 이게 무슨 운명의 장난이람?,0
세상에…마상에...정말 드라마보다 현실이 더 드라마 같다더니! 이게 무슨 운명의 장난이람?,내가 너무 큰 잘못을 해서...뭐라고 할 말이 읍따...,0
내가 너무 큰 잘못을 해서...뭐라고 할 말이 읍따...,대한민국 바닥이 이게 워낙좁다닝.,0
나 이번주에 피부과가려구,피부과에는 왜? ,0
피부과에는 왜? ,내가 사각턱이 좀 발달해있잖아. 이게 넘 신경쓰여서 보톡스 좀 맞으려구.,0
내가 사각턱이 좀 발달해있잖아. 이게 넘 신경쓰여서 보톡스 좀 맞으려구.,사각턱 보톡스? 그거 효과가 좋은강?,0
내가 잘 할 수 있을까?,그럼! 당연하지!,0
그럼! 당연하지!,꼬마옹.,0
꼬마옹.,덕분에 힘이 난당.,0
덕분에 힘이 난당.,힘든일 있으면 언제든지 말해.,0
역시 민트라떼가 최고징.,민트를 무슨 맛으로 먹징. 민트는 그냥 치약맛 아니야?,0
민트를 무슨 맛으로 먹징. 민트는 그냥 치약맛 아니야?,아니야! 다들 꼭 그러더라. 민트와 치약은 다르다구.,0
아니야! 다들 꼭 그러더라. 민트와 치약은 다르다구.,모가 다르징?,0
모가 다르징?,민트는 민트고 치약은 치약이라구.,0
연애하구 싶당.,연애? 하면 되징.,0
연애? 하면 되징.,그게 그렇게 쉬운게 아니라구. 너가 소개시켜줄랭?,0
그게 그렇게 쉬운게 아니라구. 너가 소개시켜줄랭?,미안.. 내가 주변에는 아무도 없엉.,0
미안.. 내가 주변에는 아무도 없엉.,거봐. 이래서 어렵따구.,0
너 달리 보인당.,모가?,0
모가?,이쪽 분야에 대해서 이렇게 잘 알고 있는지 몰랐넹.,0
이쪽 분야에 대해서 이렇게 잘 알고 있는지 몰랐넹.,후훗.,0
후훗.,그런 의미에서 나 좀 도와죠.,0
나도 공부잘한다는 소리 들어보고 싶다.,아냐..지금도 충분히 잘하구 있엉.,0
아냐..지금도 충분히 잘하구 있엉.,나만 뒤쳐지는 것 같앙. 우울행.,0
나만 뒤쳐지는 것 같앙. 우울행.,아니양. 왜 그렇게 생각해.,0
아니양. 왜 그렇게 생각해.,문제 풀라고 하면 나만 못풀어.,0
문제 풀라고 하면 나만 못풀어.,사람마다 따라가는 속도가 달라서 그랭. 너도 잘 할 수 있오.,0
사람마다 따라가는 속도가 달라서 그랭. 너도 잘 할 수 있오.,고마옹.,0
회사랑 학원이랑 분위기가 많이 다를까?,당연하징. 회사는 실전이잖앙. 못하면 욕먹꾸.,0
당연하징. 회사는 실전이잖앙. 못하면 욕먹꾸.,근데 그럼에도 빨리 회사 들어가고 싶따.,0
근데 그럼에도 빨리 회사 들어가고 싶따.,진짜? 왱? 쉴 수 있을 때 쉬는게 조치,0
진짜? 왱? 쉴 수 있을 때 쉬는게 조치,그래두 얼른 돈벌고 싶엉.,0
그래두 얼른 돈벌고 싶엉.,돈을 얻고 행복을 잃징.,0
진짜 습관처럼 매번 지각하는 애들이 이해가 안된당.,주변에 그런 애들이 있었엉?,0
주변에 그런 애들이 있었엉?,응응. 항상 꼭 10분씩 늦어. 10분 일찍 준비하면 되는거 아닝가?,0
응응. 항상 꼭 10분씩 늦어. 10분 일찍 준비하면 되는거 아닝가?,그르겡. ,0
얼른 독립하고 싶다.,독립? 왱? 독립하면 나가는 돈도 많고 힘들 것 가튼데.,0
독립? 왱? 독립하면 나가는 돈도 많고 힘들 것 가튼데.,나는 꾸미는거 좋아해서 독립해서 나만의 공간을 꾸며보고 싶엉.,0
나는 꾸미는거 좋아해서 독립해서 나만의 공간을 꾸며보고 싶엉.,좋징. 어떤 스타일을 좋아해?,0
좋징. 어떤 스타일을 좋아해?,나는 모던한 스타일!,0
성너하고 싶엉.,성너? 어디?,0
성너? 어디?,하고 싶은 곳이 많긴한뎅. 눈이랑 코부분!,0
하고 싶은 곳이 많긴한뎅. 눈이랑 코부분!,지금도 충분히 이쁜데 왱.,0
지금도 충분히 이쁜데 왱.,아냐.. 맘에 안들어.,0
아냐.. 맘에 안들어.,코가 얼굴의 중심이라 코 모양에 따라 얼굴이 많이 변하긴 하는 것 같앙.,0
연락도 없이 여기까지 웬일이야?,그냥 너가 보고 싶어성.,0
그냥 너가 보고 싶어성.,밥은?,0
밥은?,먹었찌.,0
먹었찌.,누구랑?,0
누구랑?,친구랑 먹꾸 왔엉.,0
친구랑 먹꾸 왔엉.,그 때 얘기했던 그 친구? 화해했어? 저번에 싸웠다면서.,0
그 때 얘기했던 그 친구? 화해했어? 저번에 싸웠다면서.,웅웅. 그냥 서로 좋게 좋게 화해했엉.,0
노트북 새로 사려구 알아보고 있엉.,노트북? 어디꺼루 사려구?,0
노트북? 어디꺼루 사려구?,가벼운걸루 살지 간지있는걸루 살지 고민중.,0
가벼운걸루 살지 간지있는걸루 살지 고민중.,가만보면 다들 맥북을 많이 쓰는 것 같앙.,0
